company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
Pura Delizia,Italy,2017,Dominican republic,Dominican,65,3.75,4,1,0,1,0,1,0,peanut,soy,sunflower,
Pura Delizia,Italy,2017,Vietnam,Vietnam,75,3.5,4,1,0,1,0,1,0,intense,fig,roasty,citrus
Pura Delizia,Italy,2017,Philippines,Philippines,66,3.5,4,1,0,1,0,1,0,spice,sunflower,,
Pura Delizia,Italy,2017,Ecuador,Ecuador,73,3.25,4,1,0,1,0,1,0,grits,strong floral,,
Pura Delizia,Italy,2017,Papua new guinea,Papua New Guinea,75,3.25,4,1,0,1,0,1,0,intense smoke,,,
Q Chocolate,Brazil,2012,Brazil,Brazil,65,3.25,3,1,0,0,0,1,0,muted,banana,hot cocoa,
Q Chocolate,Brazil,2012,Brazil,Brazil,60,3,3,1,0,0,0,1,0,sweet,intense banana,,
Q Chocolate,Brazil,2013,Brazil,Brazil,85,3.5,3,1,0,0,0,1,0,bitterish,banana,citrus,
Q Chocolate,Brazil,2013,Brazil,Brazil,75,3.25,3,1,0,0,0,1,0,sticky,intense,roasty,fruit
Q Chocolate,Brazil,2013,Brazil,Brazil,80,3.25,3,1,0,0,0,1,0,tannic,fruity,cocoa,
Q Chocolate,Brazil,2013,Brazil,Brazil,55,2.75,3,1,0,0,0,1,0,creamy,sweet,sour,
Qantu,Canada,2018,Peru,"Bagua, Amazonas",70,3,3,1,0,0,0,1,0,pungent,grapes,,
Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70,3.75,3,1,0,0,0,1,0,bold,nutty,floral,wine
Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70,3.5,3,1,0,0,0,1,0,intense plum,harsh woody,,
Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74,3,3,1,0,0,0,1,0,waxy,gritty,spicy,hammy
Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70,2.75,3,1,0,0,0,1,0,gritty,waxy,leather,
Raaka,U.S.A,2011,Dominican republic,La Red,85,3.5,3,1,0,0,0,1,0,creamy,pasty,bitter,cocoa
Raaka,U.S.A,2012,Madagascar,Madagascar,75,3.25,3,1,0,0,0,1,0,gritty,sticky,candied,
Raaka,U.S.A,2015,Congo,Virunga,75,2.75,3,1,0,0,0,1,0,refined,honey,rubber,
Raaka,U.S.A,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70,3,3,1,0,0,0,1,0,pungent,green,citrus,
Raaka,U.S.A,2017,Haiti,"Pisa, roasted",70,3.5,3,1,0,0,0,1,0,basic,,,
Raaka,U.S.A,2017,Haiti,"Pisa, unroasted",70,3.25,3,1,0,0,0,1,0,green,,,
Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70,2.75,5,1,1,1,0,1,0,easter candy,burnt,,
Ranger,U.S.A,2015,Peru,"Tumbes, Batch 2",73,3.5,2,0,0,0,0,1,0,dried fruit,raisins,nutty,
Ranger,U.S.A,2015,Peru,"Chulucanas, Batch 1",80,3.25,2,0,0,0,0,1,0,fruity,melon,,
Ranger,U.S.A,2015,Peru,"San Martin, Batch 2",70,2.5,2,0,0,0,0,1,0,oily,intense vinegar,,
Raoul Boulanger,France,2016,Peru,Piura,75,3.25,3,1,0,0,0,1,0,fatty,cocoa,,
Raphio,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72,3.75,3,1,0,0,0,1,0,creamy,complex,maple,
Raphio,U.S.A,2018,Peru,"El Gran Sapasoa, batch IP7487",72,3.75,3,1,0,0,0,1,0,dominant spice,,,
Raphio,U.S.A,2018,Ecuador,Camino Verde,72,3.5,3,1,0,0,0,1,0,floral,malt,high astringent,
Raphio,U.S.A,2019,Dominican republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72,3.5,3,1,0,0,0,1,0,floral,roasted cacao,dirty,
Raphio,U.S.A,2019,Nicaragua,Matagalpa,72,3.5,3,1,0,0,0,1,0,grassy,earthy,roasty,dirty
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75,3.75,4,1,0,1,0,1,0,vanilla,dark roast,spicy,
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67,3.5,4,1,0,1,0,1,0,creamy,caramel,dairy,
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75,3,4,1,0,1,0,1,0,cinamon,hazelnut,roasty,
Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75,2.5,4,1,0,1,0,1,0,strong rubber,chemical,,
Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75,3.25,4,1,0,1,0,1,0,strong spicey,earthy green,,
Ritual,U.S.A,2011,Costa rica,Costa Rica,75,3.5,2,0,0,0,0,1,0,dark berry,woody,astringent,
Ritual,U.S.A,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75,4,2,0,0,0,0,1,0,dark berry,tropical,nutty,
Ritual,U.S.A,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75,3.5,2,0,0,0,0,1,0,orange,heavy roast,,
Ritual,U.S.A,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75,3.25,2,0,0,0,0,1,0,dried fruit,nut,bitter,roasty
Ritual,U.S.A,2013,Belize,"Toledo District, Maya, batch 001",75,3.75,2,0,0,0,0,1,0,thick,slow,pure,
Ritual,U.S.A,2013,Peru,"Maranon, Cajamarca, batch 002",75,3,2,0,0,0,0,1,0,intense,roasty,spice,
Ritual,U.S.A,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85,3.5,2,0,0,0,0,1,0,bitterish,woody,bourbon,
Ritual,U.S.A,2015,Blend,"Mid Mountain, 2014, batch 002",70,3.5,2,0,0,0,0,1,0,sticky,woody,,
Ritual,U.S.A,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75,3.75,2,0,0,0,0,1,0,floral,bourbon,balanced,
Ritual,U.S.A,2017,Mexico,Xoconusco,75,3.75,3,1,0,0,0,1,0,smooth,coffee,rich,
Ritual,U.S.A,2019,Nicaragua,"La Colonia, Enliven Cacao",70,3.5,2,0,0,0,0,1,0,complex,honey,fruit,nut
Ritual,U.S.A,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80,3.5,2,0,0,0,0,1,0,rich brownie,dried fruit,,
River-Sea,U.S.A,2018,Tanzania,"Kokoa Kamili, Morogoro",72,3,3,1,0,0,0,1,0,muted,heavy roast,,
River-Sea,U.S.A,2019,Fiji,"Vanua Levu, Matasawalevu",70,2.5,3,1,0,0,0,1,0,fatty,rubbery,nutty,
River-Sea,U.S.A,2019,Peru,Ucayali,70,2.5,3,1,0,0,0,1,0,fatty,rubbery,,
Roasting Masters,South korea,2016,Costa rica,"La Dorado, light roast",70,3.25,2,0,0,0,0,1,0,dried fruit,intense,,
Roasting Masters,South korea,2016,Costa rica,"Tapanti, light roast",70,3.25,2,0,0,0,0,1,0,fatty,honey,slight sour,
Roasting Masters,South korea,2016,Costa rica,Maleku,70,3.25,2,0,0,0,0,1,0,roasty,coffee,intense,
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75,3.25,5,1,1,1,0,1,0,rich,nutty,,
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar w/ nibs,68,3.25,4,1,0,1,0,1,0,basic,large nibs,,
Rogue,U.S.A,2008,Madagascar,"Sambirano, 2008",70,3,2,0,0,0,0,1,0,raisins,sour,roasty,
Rogue,U.S.A,2008,Trinidad,Trinidad,70,3,2,0,0,0,0,1,0,dry,honey,roasty,
Rogue,U.S.A,2008,Dominican republic,"Hispaniola, 2008",70,2.75,2,0,0,0,0,1,0,nutty,earthy,mild note,
Rogue,U.S.A,2008,Jamaica,Jamaica,70,2.75,2,0,0,0,0,1,0,sandy,heavy roast,woody,
Rogue,U.S.A,2009,Venezuela,Rio Caribe,70,3.5,2,0,0,0,0,1,0,mint,sweet spices,,
Rogue,U.S.A,2010,Peru,Piura,75,3.75,2,0,0,0,0,1,0,smooth,intense,fruit,complex
Rogue,U.S.A,2011,Bolivia,"Silvestre, Batch 1, 2011",75,3,2,0,0,0,0,1,0,rich brownie,roasty,sour,
Rogue,U.S.A,2012,Ecuador,"Camino Verde P., Balao, Guayas",75,3.75,2,0,0,0,0,1,0,floral,bourbon,mocha,
Rogue,U.S.A,2013,Bolivia,"Silvestre, Batch 7, 2013",75,4,2,0,0,0,0,1,0,smooth,banana,tart,roasty
Rogue,U.S.A,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75,3.75,2,0,0,0,0,1,0,intense,dark berry,spice,
Rogue,U.S.A,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70,3.5,2,0,0,0,0,1,0,creamy,heavy roast,citrus,
Rogue,U.S.A,2013,Dominican republic,"Hispaniola, 2013",70,3.5,2,0,0,0,0,1,0,sticky,earthy,smokey,
Rogue,U.S.A,2014,Venezuela,Porcelana,80,3.75,2,0,0,0,0,1,0,red fruit,intense,earthy,
Rogue,U.S.A,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70,3.75,2,0,0,0,0,1,0,deep,rich,nutty,roasty
Rogue,U.S.A,2015,Bolivia,"Tranquilidad, Batch 1",75,3.25,2,0,0,0,0,1,0,roasty,dried fruit,sour,
Rogue,U.S.A,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75,3.75,2,0,0,0,0,1,0,robust,tart,roasty,
Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73,3.5,3,1,0,0,0,1,0,fatty,roasty,coffee,
Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70,3.5,3,1,0,0,0,1,0,uneven melt,cashew,,
Rozsavolgyi,Hungary,2011,Principe,Principe,77,2.75,3,1,0,0,0,1,0,smokey,nutty,fat residue,
Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71,2.5,3,1,0,0,0,1,0,intense,burnt,chemical,
Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84,2.5,3,1,0,0,0,1,0,fatty,chemical,roasty,
Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72,2.5,3,1,0,0,0,1,0,buttery,sour tang,notes,
Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76,2.25,3,1,0,0,0,1,0,fatty,burnt,nut,vegetal
Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73,3.75,3,1,0,0,0,1,0,nuts,chocolate,mellow,
Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,2.75,3,1,0,0,0,0,1,note,vegetal,nibby,
Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70,3.5,3,1,0,0,0,1,0,complex,coarse,astringent,
Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75,3,3,1,0,0,0,1,0,cocoa base,spice,,
Sacred,U.S.A,2012,Blend,"Twilight, Central and S. America",69,3.25,4,1,1,0,0,0,1,grassy,maple,,
Sacred,U.S.A,2012,Blend,"Midnight, Central and S. America",83,2.75,4,1,1,0,0,0,1,grassy,strong bitter,,
Salgado,Argentina,2008,Brazil,Bahia Superior,70,3.5,4,1,0,1,0,1,0,creamy,vanilla,rich,
Salgado,Argentina,2008,Ecuador,Esmeraldas,70,3.5,4,1,0,1,0,1,0,nutty,spicy,floral,
Salgado,Argentina,2008,Venezuela,Carenero Superior,70,3.5,4,1,0,1,0,1,0,nutty,basic,,
Salgado,Argentina,2008,Ecuador,Rio Arriba,70,3.5,4,1,0,1,0,1,0,floral,spicey,,
San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,3.25,4,1,0,1,0,1,0,grits,basic,gateway,
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70,3.75,5,1,1,1,0,1,0,rustic,cherry,marshmallow,
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65,3,5,1,1,1,0,1,0,sweet,cherry,marshmallow,
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53,2,5,1,1,1,0,1,0,sweet,candy,,
Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70,3,5,1,1,1,0,1,0,sweet,marshmallow,,
Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75,2.75,3,0,0,1,0,1,0,roasty,rich,marshmallow,
Santome,France,2011,Sao tome,Sao Tome,70,2.75,5,1,1,1,0,1,0,perfume,vanilla,,
Scharffen Berger,U.S.A,2006,Blend,Bittersweet,70,3.5,5,1,1,1,0,1,0,cherry,bitterish,,
Scharffen Berger,U.S.A,2006,Blend,Semisweet,62,3,5,1,1,1,0,1,0,tobacco,sweet,dairy,
Scharffen Berger,U.S.A,2006,Blend,Extra Dark,82,2,5,1,1,1,0,1,0,dry,bitter,poor aftertaste,
Scharffen Berger,U.S.A,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",68,2,5,1,1,1,0,1,0,fruity,smokey,burnt,
Scharffen Berger,U.S.A,2006,Jamaica,Jamaica a l'ancienne,70,2,5,1,1,1,0,1,0,fresh nibs,chocolate base,,
Scharffen Berger,U.S.A,2007,Venezuela,Cuyagua,75,3.75,5,1,1,1,0,1,0,complex,strawberry,tart,
Scharffen Berger,U.S.A,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72,3,5,1,1,1,0,1,0,strong smokey tobacco,,,
Scharffen Berger,U.S.A,2007,Blend,Nibby,62,3,5,1,1,1,0,1,0,sweet,basic,,
Scharffen Berger,U.S.A,2007,Blend,Antilles (Trin/Gren/DR/Ven),75,3,5,1,1,1,0,1,0,smooth,complex,cocoa base,
Scharffen Berger,U.S.A,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72,3,5,1,1,1,0,1,0,grassy,black pepper,smoke,
Scharffen Berger,U.S.A,2009,Ghana,Asante,65,4,5,1,1,1,0,1,0,simple,delicate cocoa,long,
Scharffen Berger,U.S.A,2009,Brazil,Tome Acu,68,3.75,5,1,1,1,0,1,0,smooth,tart,earthy,
Scharffen Berger,U.S.A,2009,Vietnam,Ben Tre,72,3.75,5,1,1,1,0,1,0,creamy,grassy,banana,tart
Scharffen Berger,U.S.A,2010,Madagascar,Amina,65,3.75,5,1,1,1,0,1,0,clingy,subtle,tangy,citrus
Scharffen Berger,U.S.A,2010,Grenada,Camahogne,68,3.5,5,1,1,1,0,1,0,smooth,grassy,minty,
Scharffen Berger,U.S.A,2011,Papua new guinea,Markham Valley,68,3.75,5,1,1,1,0,1,0,cherry,wine,rich,smoke
Scharffen Berger,U.S.A,2012,Peru,San Juan de Cheni,78,4,4,1,0,1,0,1,0,banana,pear,spice,cheese
Seaforth,U.k.,2015,Dominican republic,Dominican Republic,70,2.75,2,0,0,0,0,1,0,rustic,vegetal,earthy,
Seaforth,U.k.,2015,Grenada,Grenada,70,2.75,2,0,0,0,0,1,0,,sweet,orange,rubber
Seahorse,U.S.A,2018,Tanzania,Kokoa Kamili,70,3.25,2,0,0,0,0,1,0,sticky,cherry,cocoa,
Seahorse,U.S.A,2018,Dominican republic,Zorzal,70,3,2,0,0,0,0,1,0,earthy,mild fruit,sticky,
Seahorse,U.S.A,2018,Honduras,Wampusirpi,70,2.75,2,0,0,0,0,1,0,dry,earthy,surface mark,
Seahorse,U.S.A,2019,Uganda,Semulivi Forest,70,3.5,2,0,0,0,0,1,0,cocoa,roasty,sticky,
Seahorse,U.S.A,2019,Fiji,Matasawalevu,70,2.75,2,0,0,0,0,1,0,sharp,raw,metallic,
Shane Chocolate Works,U.S.A,2019,Belize,Belize,70,3.5,3,1,0,0,0,1,0,full cocoa flavor,,,
Shane Chocolate Works,U.S.A,2019,Guatemala,Guatemala,70,3,3,1,0,0,0,1,0,spicy,rich,sweet,
Shane Chocolate Works,U.S.A,2019,Colombia,Colombia,70,3,3,1,0,0,0,1,0,black pepper,astringent,,
Shark Mountain,U.S.A,2014,Belize,"Belize, 2013",72,3.25,2,0,0,0,0,1,0,fruity,blueberry,,
Shark Mountain,U.S.A,2014,Ecuador,Ecuador,75,3,2,0,0,0,0,1,0,coffee,nutty,,
Shark Mountain,U.S.A,2015,Papua new guinea,Papua New Guinea,73,3.5,2,0,0,0,0,1,0,chewy,smoke,fruit,cocoa
Shark Mountain,U.S.A,2015,Dominican republic,ROIG,74,3.5,2,0,0,0,0,1,0,grapes,tangy,cocoa,
Shark Mountain,U.S.A,2015,Jamaica,Jamaica,72,3.25,2,0,0,0,0,1,0,sticky,dried fruit,smoke,
Shark Mountain,U.S.A,2015,Venezuela,Cuyagua,77,2.75,2,0,0,0,0,1,0,smoked ham,tangy,berry,
Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo, w/ added cocoa butter",73,2.5,4,1,1,0,0,1,0,perfume,floral,chemical,
Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo",73,2,4,1,1,0,0,1,0,sticky,earthy,medicinal,
Shattell,Peru,2011,Peru,Porcelana,75,3.5,3,1,0,0,0,1,0,strong spice,perfume,roasty,
Shattell,Peru,2016,Peru,Tingo Maria,70,3.25,3,1,0,0,0,1,0,earthy,roasty,vegetal,
Sibu,Costa rica,2015,Costa rica,Oscuro,70,3.5,3,1,0,0,0,1,0,gritty,bold,black pepper,
Sibu,Costa rica,2015,Costa rica,Oro,82,3.25,3,1,0,0,0,1,0,gritty,fatty,coffee,
Silvio Bessone,Italy,2011,Sao tome,"Trintade, Sao Tome",65,3.25,4,1,0,0,1,1,0,nutty,salty,,
Silvio Bessone,Italy,2011,Brazil,"Bahia, Scavina",60,3.25,4,1,0,0,1,1,0,fatty,sweet,salty,
Silvio Bessone,Italy,2011,Belize,Maya Belize,67,3,4,1,0,0,1,1,0,fatty,cocoa,spicy,
Silvio Bessone,Italy,2011,Colombia,"Porcelana, Colombia, Amazonas",68,3,4,1,0,0,1,1,0,fatty,salty,caramel,
Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67,3.75,3,1,0,0,0,1,0,tart,sweet edge,,
Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73,3.75,3,1,0,0,0,1,0,intense fruity,mild sour,,
Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73,3.75,3,1,0,0,0,1,0,intense,rich,burnt,licorice
Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73,3.25,2,0,0,0,0,0,1,waxy,maple,flat,
Sirene,Canada,2015,Haiti,Pisa,73,3.25,2,0,0,0,0,1,0,oily,medium roasted cocoa,,
Sirene,Canada,2015,Madagascar,"Somia Plantation, 2012",100,3,1,0,0,0,0,0,0,creamy,tart,bitter,
Sirene,Canada,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100,3,1,0,0,0,0,0,0,floral,bourbon,bitter,
Sirene,Canada,2015,Guatemala,Lachua w/ cane sugar,73,3,2,0,0,0,0,1,0,waxy,earthy,cocoa,roasty
Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73,3.75,2,0,0,0,0,1,0,rich,spicy,,
Sirene,Canada,2016,Bolivia,Wild Bolivia,73,3.5,2,0,0,0,0,1,0,sticky,raisins,fudgey,
Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,73,3.5,2,0,0,0,0,1,0,basic,gateway,,
Sirene,Canada,2017,Peru,Tingo Maria,73,3.75,2,0,0,0,0,1,0,caramel,anise,dried fruit,
Sjolinds,U.S.A,2015,Nicaragua,"Nicaragua, lot N510",72,3,3,1,0,0,0,1,0,mild,nutty,vanilla,cocoa
Sjolinds,U.S.A,2015,Ghana,Ghana,70,2.75,4,1,1,0,0,1,0,sweet,vanilla,cocoa,mold
"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72,4,3,1,0,0,0,1,0,creamy,pistachio,floral,
"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67,3.75,3,1,0,0,0,1,0,bold cherry,rich cooa,,
"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70,3.75,3,1,0,0,0,1,0,cigar,tobacco,grass,spice
"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70,3.75,3,1,0,0,0,1,0,mild cacao fruit notes,,,
"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70,3.5,3,1,0,0,0,1,0,grits,bold,dark berry,
"Smooth Chocolator, The",Australia,2015,Papua new guinea,"Papua New Guinea, triple roast, batch 1",65,3.5,3,1,0,0,0,1,0,smokey,tart,astringent,
"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65,3.25,3,1,0,0,0,1,0,grits,sweet,orange,
"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67,3,3,1,0,0,0,1,0,light brown,grits,floral,
"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72,2.75,3,1,0,0,0,1,0,floral,intense,pungent,
"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70,4,3,1,0,0,0,1,0,ligt color,creamy,peanut,
"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70,3.75,3,1,0,0,0,1,0,creamy,fruit,cocoa,
"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70,3.75,3,1,0,0,0,1,0,apple,mild cherry,,
"Smooth Chocolator, The",Australia,2016,Australia,Australia,67,3.75,3,1,0,0,0,1,0,delicate,smooth,dairy,
"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70,3.25,3,1,0,0,0,1,0,gummy,fatty,earthy,
"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70,3,3,1,0,0,0,1,0,creamy,molasses,note,
"Smooth Chocolator, The",Australia,2017,Dominican republic,"Oko Caribe, DOR005",70,3.5,3,1,0,0,0,1,0,cherry,rich choco,,
"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70,3.5,3,1,0,0,0,1,0,complex,earthy,melon,
Snake & Butterfly,U.S.A,2010,Ecuador,Ecuador,68,3.25,3,1,0,0,0,1,0,fudgey spicy,vanilla,,
Snake & Butterfly,U.S.A,2010,Madagascar,Madagascar,68,3,3,1,0,0,0,1,0,mild cocoa,fruity,,
Snake & Butterfly,U.S.A,2011,Ghana,Ghana,67,1.5,3,1,0,0,0,1,0,perfume,strong chemical,,
Soeka,Netherlands,2018,Sulawesi,Sulawesi,66,3.25,3,1,0,0,0,0,1,nuts,fruit,cocoa,
Soklet,India,2017,India,India,70,2.75,3,1,0,0,0,1,0,grassy,hammy,,
Sol Cacao,U.S.A,2015,Madagascar,Madagascar,72,3,2,0,0,0,0,1,0,tangy,sour,intense,
Sol Cacao,U.S.A,2016,Ecuador,"Ecuador, Batch 1",70,3.5,2,0,0,0,0,1,0,intense,simple,floral,earthy
Solkiki,U.k.,2016,Dominican republic,"Castillo, Hispaniola, unroasted",85,2.75,2,0,0,0,0,1,0,sticky,hammy,bitter,
Solkiki,U.k.,2016,Peru,"Maranon, Fortunato No. 4",68,2.75,2,0,0,0,0,1,0,sticky,sandy,pungent,
Solkiki,U.k.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70,2.5,3,1,0,0,0,1,0,intense,dirty,floral,medicinal
Solomons Gold,New zealand,2016,Solomon islands,Solomon Island,70,3.25,2,0,0,0,0,1,0,sweet,roasty,spicy,
Solomons Gold,New zealand,2016,Solomon islands,Solomon Island w/ nibs,75,3.25,2,0,0,0,0,1,0,spicy,roasted,fresh nibs,
Solstice,U.S.A,2013,Blend,Wasatch,70,3.5,3,1,0,0,0,1,0,creamy,nutty,cocoa,
Solstice,U.S.A,2013,Bolivia,Bolivia,70,3.25,2,0,0,0,0,1,0,intense,leathery,cocoa,
Solstice,U.S.A,2013,Peru,San Martin,70,3.25,3,1,0,0,0,1,0,molasses,grape,sour,
Solstice,U.S.A,2013,Madagascar,Sambirano,70,3,2,0,0,0,0,1,0,dry,molasses,sour,
Solstice,U.S.A,2013,Venezuela,Amazonas,70,3,2,0,0,0,0,1,0,dairy,cheese,molasses,
Solstice,U.S.A,2014,Uganda,Bundibugyo,70,3,3,1,0,0,0,1,0,molasses,licorice,muted,
Solstice,U.S.A,2017,Tanzania,Kilombero,70,3.25,3,1,0,0,0,1,0,sticky,strong molasses,,
Solstice,U.S.A,2018,India,Anamalai,70,3.25,3,1,0,0,0,1,0,molasses undertone,tangy,,
Soma,Canada,2009,Madagascar,Madagascar,70,3.75,3,1,0,0,0,1,0,subtle red berry,complex,,
Soma,Canada,2009,Venezuela,Ocumare,70,3.75,3,1,0,0,0,1,0,black tea,,,
Soma,Canada,2009,Ghana,Africa,70,3.5,3,1,0,0,0,1,0,earthy,woody,vegetal,
Soma,Canada,2009,Papua new guinea,Papua New Guinea,70,3.5,3,1,0,0,0,1,0,smokey,mushroom,woodsy,
Soma,Canada,2009,Dominican republic,Hispaniola,70,3,3,1,0,0,0,1,0,sticky,grits,mild fruit,sour
Soma,Canada,2009,Dominican republic,Conacado,70,3,3,1,0,0,0,1,0,slow develop,nutty,,
Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70,3.75,3,1,0,0,0,1,0,complex,nut,dried fruit,earth
Soma,Canada,2011,Peru,Peruvian,64,4,3,1,0,0,0,1,0,complex,spice,caramel,cocoa
Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70,4,3,1,0,0,0,1,0,strawberry,cocoa,nutty,
Soma,Canada,2011,Dominican republic,"Elvesia P., Black Science",70,3.75,3,1,0,0,0,1,0,dried fruit,tart,,
Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70,3.5,3,1,0,0,0,1,0,earthy,mild tannic,woody,
Soma,Canada,2011,Venezuela,Chuao,70,3.5,3,1,0,0,0,1,0,strawberry,green mint,,
Soma,Canada,2011,Grenada,"Grenada, Black Science",70,2.75,3,1,0,0,0,1,0,super temper,astringent,burn,
Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70,4,3,1,0,0,0,1,0,creamy,raisin,lemon,
Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70,4,3,1,0,0,0,1,0,creamy,complex,peanut,
Soma,Canada,2012,U.s.a.,O'ahu Island,70,3.75,3,1,0,0,0,1,0,cranberries,cocoa,,
Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70,3.75,3,1,0,0,0,1,0,intense,rich burnt caramel,,
Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70,3.5,3,1,0,0,0,1,0,sandy,earthy,tangy wine,
Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70,3.5,3,1,0,0,0,1,0,smoke,tobacco,black pepper,
Soma,Canada,2012,Papua new guinea,Papua New Guinea,85,3.5,3,1,0,0,0,1,0,mild smoke,fruit,mild burnt,
Soma,Canada,2012,Haiti,Noula Coop,70,3.25,3,1,0,0,0,1,0,uneven,grassy,roasty,
Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88,4,3,1,0,0,0,1,0,pronounced berry,mild smoke,,
Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70,4,3,1,0,0,0,1,0,delicate,nutty,cocoa,dairy
